accelerateType,attributeAcceleration,attributeAggression,attributeAgility,attributeBalance,attributeBallControl,attributeComposure,attributeCrossing,attributeCurve,attributeDefensiveAwareness,attributeDribbling,attributeFinishing,attributeFkAccuracy,attributeGkDiving,attributeGkHandling,attributeGkKicking,attributeGkPositioning,attributeGkReflexes,attributeHeadingAccuracy,attributeInterceptions,attributeJumping,attributeLongPassing,attributeLongShots,attributePenalties,attributePositioning,attributeReactions,attributeShortPassing,attributeShotPower,attributeSlidingTackle,attributeSprintSpeed,attributeStamina,attributeStandingTackle,attributeStrength,attributeVision,attributeVolleys,bodytype,commonName,eaId,foot,height,overall,playstyles,playstylesPlus,positions,rolesPlus,rolesPlusPlus,skillMoves,weakFoot,weight,player_origin_id,debug_index,__true_player_id,archetype,metarating,__player_id
MOSTLY_EXPLOSIVE,93,99,99,96,91,90,85,85,82,93,88,78,7,14,10,14,6,63,83,80,88,86,82,94,85,94,88,81,94,99,80,76,92,88,Lean Medium,Hákon Arnar Haraldsson,67370952,Right,180,90,"['Incisive Pass', 'Tiki Taka', 'Whipped Pass', 'Rapid', 'Flair', 'First Touch']","['Technical', 'Trivela']","['LM', 'CAM', 'LW']","['LM Wide Playmaker', 'CAM Playmaker', 'LW Wide Playmaker']","['LM Winger', 'LM Wide Midfielder', 'LW Winger']",4,4,73.0,67370952_237,237,67370952,winger,89.46311830328742,67370952_237_winger
MOSTLY_EXPLOSIVE,93,55,87,89,91,90,86,80,64,97,91,63,7,11,8,9,8,88,70,85,80,89,67,98,89,93,95,82,90,90,84,75,97,85,Average Short,Ella Toone,67371875,Right,163,92,"['Chip Shot', 'Technical', 'Flair', 'First Touch', 'Trickster', 'Trivela']","['Finesse Shot', 'Incisive Pass']","['CAM', 'CM']","['CM Playmaker', 'CAM Playmaker', 'CAM Shadow Striker']","['CM Half-Winger', 'CAM Half Winger', 'CAM Classic 10']",5,5,57.0,67371875_238,238,67371875,half_winger,86.68178939703218,67371875_238_half_winger
MOSTLY_EXPLOSIVE,93,55,87,89,91,90,86,80,64,97,91,63,7,11,8,9,8,88,70,85,80,89,67,98,89,93,95,82,90,90,84,75,97,85,Average Short,Ella Toone,67371875,Right,163,92,"['Chip Shot', 'Technical', 'Flair', 'First Touch', 'Trickster', 'Trivela']","['Finesse Shot', 'Incisive Pass']","['CAM', 'CM']","['CM Playmaker', 'CAM Playmaker', 'CAM Shadow Striker']","['CM Half-Winger', 'CAM Half Winger', 'CAM Classic 10']",5,5,57.0,67371875_238,238,67371875,classic_ten,90.09270835083771,67371875_238_classic_ten
MOSTLY_EXPLOSIVE,96,85,86,85,91,84,91,82,87,82,83,56,12,13,8,12,9,72,89,92,85,51,78,81,93,91,64,87,93,95,89,73,63,62,Average Short,Janou Levels,67374273,Left,164,89,"['Pinged Pass', 'Whipped Pass', 'Jockey', 'Block', 'Intercept', 'Long Throw', 'Aerial']","['Rapid', 'Anticipate']","['LB', 'LM']","['LM Winger', 'LM Wide Playmaker']","['LB Fullback', 'LB Wingback', 'LB Attacking Wingback', 'LM Wide Midfielder']",4,4,56.0,67374273_239,239,67374273,attacking_wingback,88.20887128863738,67374273_239_attacking_wingback
MOSTLY_EXPLOSIVE,96,85,86,85,91,84,91,82,87,82,83,56,12,13,8,12,9,72,89,92,85,51,78,81,93,91,64,87,93,95,89,73,63,62,Average Short,Janou Levels,67374273,Left,164,89,"['Pinged Pass', 'Whipped Pass', 'Jockey', 'Block', 'Intercept', 'Long Throw', 'Aerial']","['Rapid', 'Anticipate']","['LB', 'LM']","['LM Winger', 'LM Wide Playmaker']","['LB Fullback', 'LB Wingback', 'LB Attacking Wingback', 'LM Wide Midfielder']",4,4,56.0,67374273_239,239,67374273,wide_midfielder,84.52653953689355,67374273_239_wide_midfielder
MOSTLY_EXPLOSIVE,96,85,86,85,91,84,91,82,87,82,83,56,12,13,8,12,9,72,89,92,85,51,78,81,93,91,64,87,93,95,89,73,63,62,Average Short,Janou Levels,67374273,Left,164,89,"['Pinged Pass', 'Whipped Pass', 'Jockey', 'Block', 'Intercept', 'Long Throw', 'Aerial']","['Rapid', 'Anticipate']","['LB', 'LM']","['LM Winger', 'LM Wide Playmaker']","['LB Fullback', 'LB Wingback', 'LB Attacking Wingback', 'LM Wide Midfielder']",4,4,56.0,67374273_239,239,67374273,wingback,88.55956963729747,67374273_239_wingback
MOSTLY_EXPLOSIVE,96,85,86,85,91,84,91,82,87,82,83,56,12,13,8,12,9,72,89,92,85,51,78,81,93,91,64,87,93,95,89,73,63,62,Average Short,Janou Levels,67374273,Left,164,89,"['Pinged Pass', 'Whipped Pass', 'Jockey', 'Block', 'Intercept', 'Long Throw', 'Aerial']","['Rapid', 'Anticipate']","['LB', 'LM']","['LM Winger', 'LM Wide Playmaker']","['LB Fullback', 'LB Wingback', 'LB Attacking Wingback', 'LM Wide Midfielder']",4,4,56.0,67374273_239,239,67374273,fullback,88.68925799334859,67374273_239_fullback
MOSTLY_EXPLOSIVE,95,89,97,93,85,90,97,93,88,84,75,88,14,14,6,9,14,75,88,83,85,86,65,85,82,92,95,93,91,96,90,80,85,60,Average Short,Selma Bacha,67374538,Left,161,93,"['Dead Ball', 'Intercept', 'Anticipate', 'Technical', 'Quick Step', 'Relentless']","['Whipped Pass', 'Jockey']","['LB', 'LW']","['LB Fullback', 'LB Falseback', 'LW Winger']","['LB Wingback', 'LB Attacking Wingback', 'LW Wide Playmaker']",5,5,58.0,67374538_240,240,67374538,wide_playmaker,84.0301526090055,67374538_240_wide_playmaker
MOSTLY_EXPLOSIVE,95,89,97,93,85,90,97,93,88,84,75,88,14,14,6,9,14,75,88,83,85,86,65,85,82,92,95,93,91,96,90,80,85,60,Average Short,Selma Bacha,67374538,Left,161,93,"['Dead Ball', 'Intercept', 'Anticipate', 'Technical', 'Quick Step', 'Relentless']","['Whipped Pass', 'Jockey']","['LB', 'LW']","['LB Fullback', 'LB Falseback', 'LW Winger']","['LB Wingback', 'LB Attacking Wingback', 'LW Wide Playmaker']",5,5,58.0,67374538_240,240,67374538,wingback,89.21883282492627,67374538_240_wingback
MOSTLY_EXPLOSIVE,95,89,97,93,85,90,97,93,88,84,75,88,14,14,6,9,14,75,88,83,85,86,65,85,82,92,95,93,91,96,90,80,85,60,Average Short,Selma Bacha,67374538,Left,161,93,"['Dead Ball', 'Intercept', 'Anticipate', 'Technical', 'Quick Step', 'Relentless']","['Whipped Pass', 'Jockey']","['LB', 'LW']","['LB Fullback', 'LB Falseback', 'LW Winger']","['LB Wingback', 'LB Attacking Wingback', 'LW Wide Playmaker']",5,5,58.0,67374538_240,240,67374538,attacking_wingback,89.39673649807695,67374538_240_attacking_wingback
CONTROLLED,99,72,93,88,91,91,84,80,39,93,93,74,10,8,12,6,10,87,40,97,73,92,78,93,86,89,92,27,99,87,42,92,83,84,Average Short,Naomie Feller,67374764,Right,170,90,"['Finesse Shot', 'Power Shot', 'Whipped Pass', 'Rapid', 'First Touch']","['Quick Step', 'Trivela']","['ST', 'RW']","['RW Wide Playmaker', 'ST Target Forward']","['RW Winger', 'RW Inside Forward', 'ST Advanced Forward', 'ST False 9']",4,5,65.0,67374764_241,241,67374764,inside_forward,89.07780774776317,67374764_241_inside_forward
CONTROLLED,99,72,93,88,91,91,84,80,39,93,93,74,10,8,12,6,10,87,40,97,73,92,78,93,86,89,92,27,99,87,42,92,83,84,Average Short,Naomie Feller,67374764,Right,170,90,"['Finesse Shot', 'Power Shot', 'Whipped Pass', 'Rapid', 'First Touch']","['Quick Step', 'Trivela']","['ST', 'RW']","['RW Wide Playmaker', 'ST Target Forward']","['RW Winger', 'RW Inside Forward', 'ST Advanced Forward', 'ST False 9']",4,5,65.0,67374764_241,241,67374764,winger,91.41843279168643,67374764_241_winger
CONTROLLED,99,72,93,88,91,91,84,80,39,93,93,74,10,8,12,6,10,87,40,97,73,92,78,93,86,89,92,27,99,87,42,92,83,84,Average Short,Naomie Feller,67374764,Right,170,90,"['Finesse Shot', 'Power Shot', 'Whipped Pass', 'Rapid', 'First Touch']","['Quick Step', 'Trivela']","['ST', 'RW']","['RW Wide Playmaker', 'ST Target Forward']","['RW Winger', 'RW Inside Forward', 'ST Advanced Forward', 'ST False 9']",4,5,65.0,67374764_241,241,67374764,advanced_forward,90.72283455850715,67374764_241_advanced_forward
CONTROLLED,99,72,93,88,91,91,84,80,39,93,93,74,10,8,12,6,10,87,40,97,73,92,78,93,86,89,92,27,99,87,42,92,83,84,Average Short,Naomie Feller,67374764,Right,170,90,"['Finesse Shot', 'Power Shot', 'Whipped Pass', 'Rapid', 'First Touch']","['Quick Step', 'Trivela']","['ST', 'RW']","['RW Wide Playmaker', 'ST Target Forward']","['RW Winger', 'RW Inside Forward', 'ST Advanced Forward', 'ST False 9']",4,5,65.0,67374764_241,241,67374764,false_nine,87.51221818529956,67374764_241_false_nine
CONTROLLED_EXPLOSIVE,93,81,91,91,91,90,95,94,57,95,93,82,9,14,13,15,9,78,52,94,91,95,84,95,91,91,95,60,92,96,62,87,95,92,Average Medium,Harry Kewell,67375665,Left,180,92,"['Finesse Shot', 'Chip Shot', 'Whipped Pass', 'Rapid', 'First Touch', 'Press Proven', 'Relentless']","['Power Shot', 'Trivela']","['LW', 'LM', 'CAM']","['LM Wide Playmaker', 'CAM Classic 10', 'LW Wide Playmaker']","['LM Winger', 'CAM Half Winger', 'LW Winger']",4,4,74.0,67375665_242,242,67375665,half_winger,87.33804581473366,67375665_242_half_winger
CONTROLLED_EXPLOSIVE,93,81,91,91,91,90,95,94,57,95,93,82,9,14,13,15,9,78,52,94,91,95,84,95,91,91,95,60,92,96,62,87,95,92,Average Medium,Harry Kewell,67375665,Left,180,92,"['Finesse Shot', 'Chip Shot', 'Whipped Pass', 'Rapid', 'First Touch', 'Press Proven', 'Relentless']","['Power Shot', 'Trivela']","['LW', 'LM', 'CAM']","['LM Wide Playmaker', 'CAM Classic 10', 'LW Wide Playmaker']","['LM Winger', 'CAM Half Winger', 'LW Winger']",4,4,74.0,67375665_242,242,67375665,winger,89.90773434698757,67375665_242_winger
CONTROLLED,91,93,91,90,94,96,70,90,90,91,80,60,14,7,7,12,8,72,93,86,98,88,68,87,95,97,93,70,90,96,85,88,97,81,Lean Tall,Hugo Larsson,67377760,Right,187,91,"['Incisive Pass', 'Long Ball Pass', 'Tiki Taka', 'First Touch', 'Press Proven', 'Relentless', 'Low Driven Shot']","['Pinged Pass', 'Intercept']","['CM', 'CDM']","['CDM Holding', 'CDM Centre-Half', 'CM Holding']","['CDM Deep-Lying Playmaker', 'CM Box to Box', 'CM Deep-Lying Playmaker']",4,4,74.0,67377760_243,243,67377760,deep_lying_playmaker,93.16168605812997,67377760_243_deep_lying_playmaker
CONTROLLED,91,93,91,90,94,96,70,90,90,91,80,60,14,7,7,12,8,72,93,86,98,88,68,87,95,97,93,70,90,96,85,88,97,81,Lean Tall,Hugo Larsson,67377760,Right,187,91,"['Incisive Pass', 'Long Ball Pass', 'Tiki Taka', 'First Touch', 'Press Proven', 'Relentless', 'Low Driven Shot']","['Pinged Pass', 'Intercept']","['CM', 'CDM']","['CDM Holding', 'CDM Centre-Half', 'CM Holding']","['CDM Deep-Lying Playmaker', 'CM Box to Box', 'CM Deep-Lying Playmaker']",4,4,74.0,67377760_243,243,67377760,box_to_box,94.03575961440059,67377760_243_box_to_box
CONTROLLED_EXPLOSIVE,93,76,95,90,88,85,81,73,38,89,88,67,5,8,11,10,5,90,27,98,70,86,81,85,85,84,86,41,94,97,30,91,87,84,Stocky Medium,Mayra Ramírez,67380865,Right,178,87,"['Finesse Shot', 'Technical', 'First Touch', 'Quick Step', 'Relentless', 'Aerial']",['Acrobatic'],['ST'],"['ST Advanced Forward', 'ST Poacher']",['ST Target Forward'],4,3,74.0,67380865_244,244,67380865,target_forward,77.23720311671721,67380865_244_target_forward
CONTROLLED,90,90,85,85,88,89,84,57,90,89,60,48,6,10,7,10,9,84,95,96,84,70,71,96,92,89,89,89,92,92,90,91,79,57,Average Short,Antônia Silva,67380873,Right,170,91,"['Long Ball Pass', 'Technical', 'Trickster', 'Long Throw']","['Intercept', 'Bruiser']","['RB', 'CB']","['RB Attacking Wingback', 'CB Stopper', 'CB Ball-Playing Defender']","['RB Fullback', 'RB Falseback', 'RB Wingback']",5,5,64.0,67380873_245,245,67380873,falseback,87.751900276647,67380873_245_falseback
CONTROLLED,90,90,85,85,88,89,84,57,90,89,60,48,6,10,7,10,9,84,95,96,84,70,71,96,92,89,89,89,92,92,90,91,79,57,Average Short,Antônia Silva,67380873,Right,170,91,"['Long Ball Pass', 'Technical', 'Trickster', 'Long Throw']","['Intercept', 'Bruiser']","['RB', 'CB']","['RB Attacking Wingback', 'CB Stopper', 'CB Ball-Playing Defender']","['RB Fullback', 'RB Falseback', 'RB Wingback']",5,5,64.0,67380873_245,245,67380873,wingback,87.51492707691925,67380873_245_wingback
CONTROLLED,90,90,85,85,88,89,84,57,90,89,60,48,6,10,7,10,9,84,95,96,84,70,71,96,92,89,89,89,92,92,90,91,79,57,Average Short,Antônia Silva,67380873,Right,170,91,"['Long Ball Pass', 'Technical', 'Trickster', 'Long Throw']","['Intercept', 'Bruiser']","['RB', 'CB']","['RB Attacking Wingback', 'CB Stopper', 'CB Ball-Playing Defender']","['RB Fullback', 'RB Falseback', 'RB Wingback']",5,5,64.0,67380873_245,245,67380873,fullback,89.03140621073504,67380873_245_fullback
CONTROLLED_LENGTHY,83,85,82,81,88,87,76,74,85,86,89,76,10,13,11,11,14,98,90,98,86,88,81,89,88,90,87,82,83,96,86,91,87,72,Average Tall,Gabriela García,67381065,Right,185,87,"['Power Header', 'Incisive Pass', 'Jockey', 'Bruiser', 'Press Proven', 'Relentless', 'Aerial']",['Anticipate'],"['CDM', 'CM']","['CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Deep-Lying Playmaker']","['CDM Holding', 'CDM Centre-Half', 'CM Holding']",4,4,68.0,67381065_246,246,67381065,holding,84.33541190450495,67381065_246_holding
CONTROLLED_LENGTHY,83,85,82,81,88,87,76,74,85,86,89,76,10,13,11,11,14,98,90,98,86,88,81,89,88,90,87,82,83,96,86,91,87,72,Average Tall,Gabriela García,67381065,Right,185,87,"['Power Header', 'Incisive Pass', 'Jockey', 'Bruiser', 'Press Proven', 'Relentless', 'Aerial']",['Anticipate'],"['CDM', 'CM']","['CDM Deep-Lying Playmaker', 'CDM Wide Half', 'CM Deep-Lying Playmaker']","['CDM Holding', 'CDM Centre-Half', 'CM Holding']",4,4,68.0,67381065_246,246,67381065,centre_half,85.77289333565984,67381065_246_centre_half
CONTROLLED_EXPLOSIVE,91,91,87,81,89,84,68,79,84,89,79,62,5,10,15,12,8,86,86,95,91,81,66,91,82,93,90,86,83,84,88,83,89,66,Average Medium,Andrey Santos,67381882,Right,180,87,"['Incisive Pass', 'Pinged Pass', 'Long Ball Pass', 'Slide Tackle', 'Flair', 'First Touch', 'Press Proven']",['Tiki Taka'],"['CM', 'CDM']","['CDM Centre-Half', 'CDM Wide Half', 'CM Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Holding']",4,4,75.0,67381882_247,247,67381882,holding,85.5425586301422,67381882_247_holding
CONTROLLED_EXPLOSIVE,91,91,87,81,89,84,68,79,84,89,79,62,5,10,15,12,8,86,86,95,91,81,66,91,82,93,90,86,83,84,88,83,89,66,Average Medium,Andrey Santos,67381882,Right,180,87,"['Incisive Pass', 'Pinged Pass', 'Long Ball Pass', 'Slide Tackle', 'Flair', 'First Touch', 'Press Proven']",['Tiki Taka'],"['CM', 'CDM']","['CDM Centre-Half', 'CDM Wide Half', 'CM Playmaker']","['CDM Holding', 'CM Box to Box', 'CM Holding']",4,4,75.0,67381882_247,247,67381882,box_to_box,86.82589293653068,67381882_247_box_to_box
MOSTLY_EXPLOSIVE,92,99,99,99,99,99,62,72,58,99,95,72,8,14,8,7,7,99,88,96,99,92,79,99,99,99,86,83,89,96,98,83,98,59,Lean Medium,Fermín,67386043,Right,174,90,"['Incisive Pass', 'Long Ball Pass', 'Tiki Taka', 'Intercept', 'First Touch', 'Press Proven', 'Relentless']","['Technical', 'Pinged Pass']","['CM', 'CAM', 'LW']","['CM Box to Box', 'CM Holding']","['CM Playmaker', 'CAM Playmaker', 'CAM Classic 10', 'LW Winger']",5,5,64.0,67386043_248,248,67386043,playmaker,94.52884710607479,67386043_248_playmaker
MOSTLY_EXPLOSIVE,92,99,99,99,99,99,62,72,58,99,95,72,8,14,8,7,7,99,88,96,99,92,79,99,99,99,86,83,89,96,98,83,98,59,Lean Medium,Fermín,67386043,Right,174,90,"['Incisive Pass', 'Long Ball Pass', 'Tiki Taka', 'Intercept', 'First Touch', 'Press Proven', 'Relentless']","['Technical', 'Pinged Pass']","['CM', 'CAM', 'LW']","['CM Box to Box', 'CM Holding']","['CM Playmaker', 'CAM Playmaker', 'CAM Classic 10', 'LW Winger']",5,5,64.0,67386043_248,248,67386043,winger,91.81751459851708,67386043_248_winger
MOSTLY_EXPLOSIVE,92,99,99,99,99,99,62,72,58,99,95,72,8,14,8,7,7,99,88,96,99,92,79,99,99,99,86,83,89,96,98,83,98,59,Lean Medium,Fermín,67386043,Right,174,90,"['Incisive Pass', 'Long Ball Pass', 'Tiki Taka', 'Intercept', 'First Touch', 'Press Proven', 'Relentless']","['Technical', 'Pinged Pass']","['CM', 'CAM', 'LW']","['CM Box to Box', 'CM Holding']","['CM Playmaker', 'CAM Playmaker', 'CAM Classic 10', 'LW Winger']",5,5,64.0,67386043_248,248,67386043,classic_ten,95.05727576034,67386043_248_classic_ten
CONTROLLED_LENGTHY,88,92,84,87,89,97,83,93,43,90,93,90,27,25,31,33,37,97,44,87,81,91,90,94,94,86,94,43,91,84,46,88,88,92,Unique,Luis Suárez,84062660,Right,182,90,"['Power Shot', 'Technical', 'Press Proven', 'Trivela', 'Acrobatic']","['Finesse Shot', 'Quick Step']",['ST'],['ST Advanced Forward'],"['ST Poacher', 'ST False 9', 'ST Target Forward']",5,5,86.0,84062660_249,249,84062660,target_forward,87.02332949822768,84062660_249_target_forward
CONTROLLED_LENGTHY,88,92,84,87,89,97,83,93,43,90,93,90,27,25,31,33,37,97,44,87,81,91,90,94,94,86,94,43,91,84,46,88,88,92,Unique,Luis Suárez,84062660,Right,182,90,"['Power Shot', 'Technical', 'Press Proven', 'Trivela', 'Acrobatic']","['Finesse Shot', 'Quick Step']",['ST'],['ST Advanced Forward'],"['ST Poacher', 'ST False 9', 'ST Target Forward']",5,5,86.0,84062660_249,249,84062660,false_nine,88.24506387586574,84062660_249_false_nine
CONTROLLED_LENGTHY,88,92,84,87,89,97,83,93,43,90,93,90,27,25,31,33,37,97,44,87,81,91,90,94,94,86,94,43,91,84,46,88,88,92,Unique,Luis Suárez,84062660,Right,182,90,"['Power Shot', 'Technical', 'Press Proven', 'Trivela', 'Acrobatic']","['Finesse Shot', 'Quick Step']",['ST'],['ST Advanced Forward'],"['ST Poacher', 'ST False 9', 'ST Target Forward']",5,5,86.0,84062660_249,249,84062660,poacher,90.09955011158827,84062660_249_poacher
MOSTLY_LENGTHY,80,90,70,70,71,88,58,53,90,65,60,26,10,15,16,15,15,90,85,85,70,38,58,56,82,70,46,87,83,81,90,88,62,54,Lean Tall,Chris Smalling,84075961,Right,194,87,"['Power Header', 'Jockey', 'Block', 'Intercept', 'Anticipate', 'Slide Tackle', 'Aerial']",['Bruiser'],['CB'],"['CB Stopper', 'CB Ball-Playing Defender']",['CB Defender'],2,3,81.0,84075961_250,250,84075961,defender,83.62230028939521,84075961_250_defender
CONTROLLED_LENGTHY,86,96,78,77,86,88,63,86,92,70,53,85,12,16,11,13,11,91,91,97,96,93,49,65,94,88,99,93,88,84,92,94,66,46,Average Medium,Iñigo Martínez,84090605,Left,182,92,"['Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Anticipate']","['Slide Tackle', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,76.0,84090605_251,251,84090605,ball_playing_defender,87.41537624311776,84090605_251_ball_playing_defender
CONTROLLED_LENGTHY,86,96,78,77,86,88,63,86,92,70,53,85,12,16,11,13,11,91,91,97,96,93,49,65,94,88,99,93,88,84,92,94,66,46,Average Medium,Iñigo Martínez,84090605,Left,182,92,"['Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Anticipate']","['Slide Tackle', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,76.0,84090605_251,251,84090605,defender,85.58573297067231,84090605_251_defender
CONTROLLED_LENGTHY,86,96,78,77,86,88,63,86,92,70,53,85,12,16,11,13,11,91,91,97,96,93,49,65,94,88,99,93,88,84,92,94,66,46,Average Medium,Iñigo Martínez,84090605,Left,182,92,"['Long Ball Pass', 'Jockey', 'Block', 'Intercept', 'Anticipate']","['Slide Tackle', 'Bruiser']",['CB'],[],"['CB Defender', 'CB Stopper', 'CB Ball-Playing Defender']",5,5,76.0,84090605_251,251,84090605,stopper,87.29647282864974,84090605_251_stopper
MOSTLY_EXPLOSIVE,91,66,92,94,90,91,83,87,44,91,92,72,14,14,9,11,14,67,64,82,80,86,83,94,96,89,84,47,91,90,50,77,88,85,Unique,Mohamed Salah,84095411,Left,175,91,"['Chip Shot', 'Rapid', 'Trickster', 'Trivela']",['Finesse Shot'],"['ST', 'RM', 'RW']","['RM Inside Forward', 'RW Winger', 'RW Wide Playmaker']","['RW Inside Forward', 'ST Advanced Forward']",4,4,72.0,84095411_252,252,84095411,inside_forward,85.96711599908771,84095411_252_inside_forward
MOSTLY_EXPLOSIVE,91,66,92,94,90,91,83,87,44,91,92,72,14,14,9,11,14,67,64,82,80,86,83,94,96,89,84,47,91,90,50,77,88,85,Unique,Mohamed Salah,84095411,Left,175,91,"['Chip Shot', 'Rapid', 'Trickster', 'Trivela']",['Finesse Shot'],"['ST', 'RM', 'RW']","['RM Inside Forward', 'RW Winger', 'RW Wide Playmaker']","['RW Inside Forward', 'ST Advanced Forward']",4,4,72.0,84095411_252,252,84095411,advanced_forward,85.16222668210766,84095411_252_advanced_forward
CONTROLLED,90,86,83,86,84,81,85,75,87,83,73,76,8,10,8,10,7,78,89,93,81,76,65,77,85,85,80,87,90,96,90,85,80,66,Average Medium,Giovanni Di Lorenzo,84103950,Right,183,88,"['Whipped Pass', 'Block', 'Slide Tackle', 'Technical', 'Rapid', 'First Touch', 'Relentless']","['Jockey', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Wide Midfielder']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Playmaker']",4,4,82.0,84103950_253,253,84103950,wide_playmaker,76.10583111595922,84103950_253_wide_playmaker
CONTROLLED,90,86,83,86,84,81,85,75,87,83,73,76,8,10,8,10,7,78,89,93,81,76,65,77,85,85,80,87,90,96,90,85,80,66,Average Medium,Giovanni Di Lorenzo,84103950,Right,183,88,"['Whipped Pass', 'Block', 'Slide Tackle', 'Technical', 'Rapid', 'First Touch', 'Relentless']","['Jockey', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Wide Midfielder']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Playmaker']",4,4,82.0,84103950_253,253,84103950,wingback,86.70940434590133,84103950_253_wingback
CONTROLLED,90,86,83,86,84,81,85,75,87,83,73,76,8,10,8,10,7,78,89,93,81,76,65,77,85,85,80,87,90,96,90,85,80,66,Average Medium,Giovanni Di Lorenzo,84103950,Right,183,88,"['Whipped Pass', 'Block', 'Slide Tackle', 'Technical', 'Rapid', 'First Touch', 'Relentless']","['Jockey', 'Intercept']","['RB', 'RM']","['RB Fullback', 'RB Falseback', 'RM Wide Midfielder']","['RB Wingback', 'RB Attacking Wingback', 'RM Wide Playmaker']",4,4,82.0,84103950_253,253,84103950,attacking_wingback,84.901536211033,84103950_253_attacking_wingback
CONTROLLED_LENGTHY,84,83,87,87,92,90,75,86,86,90,87,83,7,10,7,16,7,96,87,93,91,86,63,86,88,91,88,88,90,97,86,95,86,79,Average Tall,Sergej Milinković-Savić,84109928,Right,192,90,"['Power Header', 'Incisive Pass', 'Relentless', 'Trivela', 'Aerial']","['First Touch', 'Bruiser']","['CM', 'CDM']","['CDM Holding', 'CM Holding', 'CM Playmaker']","['CDM Deep-Lying Playmaker', 'CM Box to Box', 'CM Deep-Lying Playmaker']",4,5,95.0,84109928_254,254,84109928,deep_lying_playmaker,87.40766635824914,84109928_254_deep_lying_playmaker
CONTROLLED_LENGTHY,84,83,87,87,92,90,75,86,86,90,87,83,7,10,7,16,7,96,87,93,91,86,63,86,88,91,88,88,90,97,86,95,86,79,Average Tall,Sergej Milinković-Savić,84109928,Right,192,90,"['Power Header', 'Incisive Pass', 'Relentless', 'Trivela', 'Aerial']","['First Touch', 'Bruiser']","['CM', 'CDM']","['CDM Holding', 'CM Holding', 'CM Playmaker']","['CDM Deep-Lying Playmaker', 'CM Box to Box', 'CM Deep-Lying Playmaker']",4,5,95.0,84109928_254,254,84109928,box_to_box,87.63013181838198,84109928_254_box_to_box
EXPLOSIVE,94,72,94,88,89,83,74,78,34,90,92,62,12,12,9,15,6,85,41,88,79,84,70,95,88,87,88,32,87,82,29,74,86,87,Lean Medium,Ademola Lookman,84116979,Right,174,90,"['Long Ball Pass', 'Technical', 'Rapid', 'First Touch', 'Quick Step']",['Power Shot'],"['ST', 'CAM', 'LW']","['CAM Shadow Striker', 'LW Winger', 'ST Poacher']","['ST Advanced Forward', 'ST False 9']",5,4,71.0,84116979_255,255,84116979,false_nine,84.37165065480437,84116979_255_false_nine
EXPLOSIVE,94,72,94,88,89,83,74,78,34,90,92,62,12,12,9,15,6,85,41,88,79,84,70,95,88,87,88,32,87,82,29,74,86,87,Lean Medium,Ademola Lookman,84116979,Right,174,90,"['Long Ball Pass', 'Technical', 'Rapid', 'First Touch', 'Quick Step']",['Power Shot'],"['ST', 'CAM', 'LW']","['CAM Shadow Striker', 'LW Winger', 'ST Poacher']","['ST Advanced Forward', 'ST False 9']",5,4,71.0,84116979_255,255,84116979,advanced_forward,85.51674737477207,84116979_255_advanced_forward
CONTROLLED_EXPLOSIVE,99,77,94,93,92,86,87,89,41,93,92,69,7,9,9,10,14,85,39,96,76,79,81,92,89,91,94,43,93,89,44,83,89,89,Unique,Donyell Malen,84117527,Right,176,92,"['Chip Shot', 'Power Shot', 'Incisive Pass', 'Whipped Pass', 'Technical', 'Flair', 'Quick Step', 'Trivela']","['Rapid', 'First Touch']","['RM', 'LM', 'RW', 'ST']","['RM Winger', 'LM Winger', 'ST Poacher']","['RM Inside Forward', 'LM Inside Forward', 'RW Winger', 'RW Inside Forward', 'ST Advanced Forward']",4,5,68.0,84117527_256,256,84117527,winger,91.526675179552,84117527_256_winger
CONTROLLED_EXPLOSIVE,99,77,94,93,92,86,87,89,41,93,92,69,7,9,9,10,14,85,39,96,76,79,81,92,89,91,94,43,93,89,44,83,89,89,Unique,Donyell Malen,84117527,Right,176,92,"['Chip Shot', 'Power Shot', 'Incisive Pass', 'Whipped Pass', 'Technical', 'Flair', 'Quick Step', 'Trivela']","['Rapid', 'First Touch']","['RM', 'LM', 'RW', 'ST']","['RM Winger', 'LM Winger', 'ST Poacher']","['RM Inside Forward', 'LM Inside Forward', 'RW Winger', 'RW Inside Forward', 'ST Advanced Forward']",4,5,68.0,84117527_256,256,84117527,inside_forward,89.35099985360824,84117527_256_inside_forward
